81	28	196689
81	29	206490
81	30	203605
81	31	196768
81	32	201993
81	33	206290
81	34	204835
81	35	202256
81	36	200752
81	37	200267
81	38	205008
81	39	199269
81	40	196758
81	41	194468
81	42	203355
81	43	204196
81	44	200383
81	45	209067
81	46	197511
81	47	192962
81	48	199609
81	49	198246
91	1	197866
91	2	195692
91	3	193961
91	4	199879
91	5	194972
91	6	194543
91	7	191750
91	8	194713
91	9	194818
91	10	196276
91	11	193796
91	12	195011
91	13	193526
91	14	199651
91	15	206366
91	16	210033
91	17	217415
91	18	206438
91	19	208733
91	20	208191
91	21	196645
91	22	200390
91	23	197123
91	24	196960
91	25	206651
91	26	210993
91	27	212628
91	28	205506
91	29	208604
91	30	212265
91	31	199980
91	32	206276
91	33	212476
91	34	233182
91	35	215691
91	36	209134
91	37	206572
91	38	201880
91	39	200595
91	40	201740
91	41	209426
91	42	220873
91	43	221979
91	44	216973
91	45	328979
91	46	295831
91	47	250007
91	48	232662
91	49	217437
101	1	225402
101	2	224075
101	3	219724
101	4	216237
101	5	201662
101	6	206930
101	7	215402
101	8	220865
101	9	208010
101	10	206491
101	11	203593
101	12	206353
101	13	201770
101	14	206689
101	15	201017
101	16	197275
101	17	205992
101	18	218903
101	19	211292
101	20	222680
101	21	214228
101	22	215287
101	23	203846
101	24	206659
101	25	231318
101	26	235503
101	27	218064
101	28	202121
101	29	209563
101	30	231872
101	31	248144
101	32	225623
101	33	209956
101	34	204481
101	35	197659
101	36	229786
101	37	208330
101	38	299250
101	39	208487
101	40	212017
101	41	216348
101	42	230217
101	43	195744
101	44	203395
101	45	213202
101	46	215570
101	47	228711
101	48	245344
101	49	225108
111	1	211551
111	2	275961
111	3	219048
111	4	261163
111	5	223170
111	6	239082
111	7	233427
111	8	261385
111	9	232260
111	10	237810
111	11	216224
111	12	242022
111	13	217245
111	14	235393
111	15	235577
111	16	218737
111	17	217482
111	18	300446
111	19	225470
111	20	202875
111	21	266826
111	22	197940
111	23	258380
111	24	212383
111	25	204365
111	26	207642
111	27	196454
111	28	216413
111	29	248891
111	30	251144
111	31	197759
111	32	197779
111	33	200467
111	34	218418
111	35	303927
111	36	237609
111	37	207414
111	38	193354
111	39	202033
111	40	204228
111	41	208531
111	42	257128
111	43	196268
111	44	208046
111	45	206845
111	46	209747
111	47	242534
111	48	210720
111	49	254582
121	1	197672
121	2	279445
121	3	201123
121	4	209503
121	5	186918
121	6	193687
121	7	204757
121	8	200534
121	9	193226
121	10	255629
121	11	241260
121	12	230035
121	13	214572
121	14	216216
121	15	207547
121	16	224346
121	17	189917
121	18	255388
121	19	208741
121	20	206491
121	21	201976
121	22	193268
121	23	200356
121	24	204987
121	25	196047
121	26	209595
121	27	193436
121	28	209424
121	29	201588
121	30	188051
121	31	202167
121	32	197434
121	33	208799
121	34	233591
121	35	215524
121	36	187418
121	37	271173
121	38	216725
121	39	188643
121	40	308499
121	41	232360
121	42	210443
121	43	211430
121	44	192310
121	45	234142
121	46	216736
121	47	232262
121	48	197662
121	49	199163
131	1	238032
131	2	224071
131	3	197855
131	4	201660
131	5	191012
131	6	185089
131	7	188105
131	8	199414
131	9	198593
131	10	198287
131	11	199531
131	12	193708
131	13	191055
131	14	207404
131	15	184662
131	16	187224
131	17	192272
131	18	229617
131	19	213117
131	20	209343
131	21	204250
131	22	189522
131	23	189396
131	24	194566
131	25	185485
131	26	192300
131	27	198082
131	28	192842
131	29	189318
131	30	194174
131	31	189568
131	32	194751
131	33	215594
131	34	202471
131	35	204114
131	36	191536
131	37	187641
131	38	205441
131	39	259032
131	40	204517
131	41	214327
131	42	211815
131	43	301968
131	44	226467
131	45	255202
131	46	236558
131	47	189985
131	48	188156
131	49	192165
141	1	181696
141	2	200363
141	3	192459
141	4	186183
141	5	183541
141	6	189504
141	7	184499
141	8	183027
141	9	190696
141	10	187742
141	11	189471
141	12	190060
141	13	191843
141	14	192953
141	15	187646
141	16	185437
141	17	187664
141	18	186019
141	19	185820
141	20	192335
141	21	188929
141	22	189533
141	23	190795
141	24	195270
141	25	203516
141	26	196539
141	27	204841
141	28	194616
141	29	198284
141	30	199156
141	31	194859
141	32	199567
141	33	196658
141	34	200294
141	35	199897
141	36	194159
141	37	195611
141	38	195560
141	39	204039
141	40	216009
141	41	220896
141	42	200352
141	43	196955
141	44	200070
141	45	200884
141	46	199404
141	47	204989
141	48	196185
141	49	198270
151	1	196733
151	2	195049
151	3	203532
151	4	194593
151	5	201406
151	6	198717
151	7	192021
151	8	197675
151	9	197926
151	10	186100
151	11	185265
151	12	186454
151	13	188425
151	14	184201
151	15	191273
151	16	187124
151	17	195148
151	18	201067
151	19	184904
151	20	193954
151	21	188314
151	22	205588
151	23	195524
151	24	186497
151	25	186233
151	26	179741
151	27	191845
151	28	181581
151	29	182531
151	30	185016
151	31	183003
151	32	181329
151	33	182236
151	34	182225
151	35	183251
151	36	180892
151	37	184939
151	38	184074
151	39	184180
151	40	183896
151	41	179250
151	42	185435
151	43	183323
151	44	183263
151	45	182487
151	46	188766
151	47	192318
151	48	188097
151	49	199902
161	1	189023
161	2	179497
161	3	180893
161	4	179851
161	5	178201
161	6	175936
161	7	179466
161	8	177456
161	9	180703
161	10	183276
161	11	179093
161	12	178200
161	13	176604
161	14	180865
161	15	182425
161	16	180923
161	17	174533
161	18	177737
161	19	182137
161	20	179938
161	21	181195
161	22	189693
161	23	179971
161	24	173312
161	25	180004
161	26	181177
161	27	179772
161	28	183829
161	29	184726
161	30	178973
161	31	178660
161	32	174544
161	33	188731
161	34	180408
161	35	177651
161	36	178471
161	37	180304
161	38	176582
161	39	179758
161	40	182892
161	41	182568
161	42	179183
161	43	178789
161	44	183303
161	45	181281
161	46	177226
161	47	180226
161	48	178371
161	49	176949
171	1	178756
171	2	182545
171	3	171933
171	4	179130
171	5	188913
171	6	177230
171	7	183229
171	8	180786
171	9	175546
171	10	175407
171	11	177119
171	12	176594
171	13	179303
171	14	180002
171	15	174929
171	16	171450
171	17	176266
171	18	182581
171	19	189109
171	20	187983
171	21	182814
171	22	177856
171	23	180836
171	24	173444
171	25	178119
171	26	180818
171	27	176186
171	28	176005
171	29	175656
171	30	183942
171	31	176482
171	32	174569
171	33	177398
171	34	180510
171	35	176902
171	36	200778
171	37	178459
171	38	176693
171	39	177360
171	40	179307
171	41	177541
171	42	178413
171	43	180805
171	44	181479
171	45	178588
171	46	179436
171	47	176968
171	48	182446
171	49	179455
181	1	182547
181	2	176625
181	3	181240
181	4	176664
181	5	176429
181	6	179211
181	7	175442
181	8	175361
181	9	175711
181	10	175259
181	11	172499
181	12	175992
181	13	176383
181	14	177249
181	15	178885
181	16	176506
181	17	174292
181	18	174263
181	19	178403
181	20	173565
181	21	174605
181	22	175487
181	23	183703
181	24	173705
181	25	176766
181	26	176926
181	27	180092
181	28	174804
181	29	175101
181	30	176325
181	31	173951
181	32	172563
181	33	175313
181	34	179887
181	35	174471
181	36	178791
181	37	177621
181	38	176152
181	39	176132
181	40	184912
181	41	176091
181	42	173887
181	43	178455
181	44	179870
181	45	180422
181	46	176156
181	47	174082
181	48	175314
181	49	176836
191	1	178668
191	2	178993
191	3	175967
191	4	174749
191	5	177863
191	6	175080
191	7	172781
191	8	181020
191	9	177639
191	10	173419
191	11	177210
191	12	179351
191	13	177222
191	14	176132
191	15	176825
191	16	174861
191	17	173192
191	18	175571
191	19	174608
191	20	172705
191	21	178167
191	22	174291
191	23	180513
191	24	177503
191	25	175316
191	26	176520
191	27	173795
191	28	177919
191	29	177057
191	30	178614
191	31	174276
191	32	174251
191	33	177158
191	34	171442
191	35	177026
191	36	180584
191	37	174350
191	38	170229
191	39	174653
191	40	173619
191	41	172482
191	42	173804
191	43	174258
191	44	178370
191	45	177729
191	46	177656
191	47	175520
191	48	176044
191	49	180496
201	1	175744
201	2	171521
201	3	173378
201	4	178114
201	5	171271
201	6	173519
201	7	173290
201	8	175286
201	9	177011
201	10	179065
201	11	178460
201	12	176243
201	13	173623
201	14	173197
201	15	173773
201	16	176350
201	17	178053
201	18	173599
201	19	175792
201	20	175045
201	21	180945
201	22	179163
201	23	174998
201	24	171029
201	25	174015
201	26	175124
201	27	176920
201	28	173682
201	29	174731
201	30	195943
201	31	186825
201	32	186637
201	33	186200
201	34	183389
201	35	187305
201	36	187410
201	37	184525
201	38	184283
201	39	178182
201	40	225540
201	41	195320
201	42	187987
201	43	188253
201	44	184567
201	45	185819
201	46	184771
201	47	188486
201	48	186680
201	49	181499
211	1	187280
211	2	182961
211	3	180684
211	4	180795
211	5	206217
211	6	185094
211	7	182199
211	8	187332
211	9	183676
211	10	173722
211	11	180860
211	12	180545
211	13	183904
211	14	185778
211	15	180351
211	16	208544
211	17	191036
211	18	175169
211	19	181357
211	20	188376
211	21	176225
211	22	173180
211	23	173953
211	24	174918
211	25	173935
211	26	179711
211	27	197988
211	28	186940
211	29	175388
211	30	182046
211	31	188948
211	32	184995
211	33	194194
211	34	185636
211	35	188166
211	36	191990
211	37	200478
211	38	199703
211	39	188774
211	40	194524
211	41	195231
211	42	177835
211	43	192162
211	44	172808
211	45	183533
211	46	189756
211	47	190640
211	48	199631
211	49	201607
221	1	184875
221	2	167119
221	3	174012
221	4	169536
221	5	171071
221	6	167035
221	7	166990
221	8	167533
221	9	168402
221	10	167774
221	11	168856
221	12	172400
221	13	170195
221	14	171081
221	15	162822
221	16	168208
221	17	167907
221	18	162713
221	19	163473
221	20	168937
221	21	167871
221	22	166222
221	23	167496
221	24	190170
221	25	179369
221	26	171241
221	27	170538
221	28	163864
221	29	165508
221	30	163182
221	31	166441
221	32	167311
221	33	167027
221	34	171149
221	35	175385
221	36	201991
221	37	169867
221	38	166419
221	39	172466
221	40	166962
221	41	164137
221	42	164849
221	43	169271
221	44	175891
221	45	171616
221	46	178969
221	47	170212
221	48	174361
221	49	167143
231	1	168120
231	2	165243
231	3	164488
231	4	166221
231	5	163351
231	6	166158
231	7	164186
231	8	166390
231	9	164359
231	10	171891
231	11	165447
231	12	167853
231	13	161772
231	14	168812
231	15	164323
231	16	163860
231	17	169733
231	18	169646
231	19	163695
231	20	162882
231	21	166813
231	22	162738
231	23	176631
231	24	180732
231	25	164658
231	26	167014
231	27	164102
231	28	163411
231	29	162575
231	30	166036
231	31	170190
231	32	168666
231	33	164169
231	34	164501
231	35	174403
231	36	166011
231	37	164846
231	38	161313
231	39	167486
231	40	169546
231	41	169306
231	42	162697
231	43	165107
231	44	163247
231	45	168473
231	46	160431
231	47	165235
231	48	168316
231	49	165926
241	1	164459
241	2	164629
241	3	162508
241	4	167677
241	5	167378
241	6	165343
241	7	168507
241	8	166055
241	9	164071
241	10	161843
241	11	162181
241	12	162922
241	13	166842
241	14	166614
241	15	165419
241	16	169454
241	17	170112
241	18	165311
241	19	167412
241	20	179628
241	21	166986
241	22	173526
241	23	178694
241	24	169050
241	25	162574
241	26	163540
241	27	168278
241	28	166370
241	29	165811
241	30	165156
241	31	161953
241	32	164169
241	33	164155
241	34	165470
241	35	164345
241	36	167232
241	37	169299
241	38	169792
241	39	165957
241	40	163101
241	41	161803
241	42	166105
241	43	162148
241	44	161082
241	45	166150
241	46	162353
241	47	164429
241	48	167898
241	49	162416
251	1	167396
251	2	161940
251	3	162413
251	4	164773
251	5	173091
251	6	163054
251	7	165794
251	8	163924
251	9	164436
251	10	174143
251	11	162546
251	12	165741
251	13	170128
251	14	167128
251	15	166988
251	16	165738
251	17	167171
251	18	170800
251	19	171912
251	20	164885
251	21	164340
251	22	164408
251	23	171043
251	24	170838
251	25	165616
251	26	163161
251	27	164894
251	28	168120
251	29	165019
251	30	170601
251	31	168928
251	32	159839
251	33	165407
251	34	167170
251	35	164062
251	36	162611
251	37	169474
251	38	164775
251	39	167481
251	40	163048
251	41	165995
251	42	162503
251	43	190179
251	44	167002
251	45	166783
251	46	163388
251	47	169820
251	48	171312
251	49	164676
261	1	171511
261	2	166475
261	3	167919
261	4	166117
261	5	169923
261	6	167036
261	7	165976
261	8	163423
261	9	166755
261	10	170183
261	11	165120
261	12	170149
261	13	168191
261	14	191442
261	15	177973
261	16	181067
261	17	181063
261	18	174838
261	19	174337
261	20	172667
261	21	178566
261	22	182113
261	23	183275
261	24	177700
261	25	175113
261	26	172635
261	27	177429
261	28	177378
261	29	168749
261	30	182194
261	31	207885
261	32	177296
261	33	174872
261	34	182143
261	35	173373
261	36	175751
261	37	175861
261	38	178984
261	39	173972
261	40	174987
261	41	181295
261	42	174080
261	43	174198
261	44	176523
261	45	185626
261	46	179657
261	47	177435
261	48	176170
261	49	170223
271	1	174833
271	2	174229
271	3	172328
271	4	182057
271	5	176764
271	6	177091
271	7	187546
271	8	191326
271	9	181456
271	10	180695
271	11	189786
271	12	174386
271	13	173206
271	14	168206
271	15	163434
271	16	164631
271	17	164604
271	18	178260
271	19	174906
271	20	182522
271	21	179980
271	22	169903
271	23	178362
271	24	176845
271	25	175482
271	26	167646
271	27	168770
271	28	162563
271	29	174015
271	30	182817
271	31	176206
271	32	199970
271	33	173701
271	34	172246
271	35	176195
271	36	189263
271	37	178640
271	38	173072
271	39	172320
271	40	172789
271	41	165380
271	42	171796
271	43	164187
271	44	171255
271	45	169358
271	46	187646
271	47	168494
271	48	180176
271	49	169472
281	1	166032
281	2	169416
281	3	168251
281	4	161087
281	5	163589
281	6	162114
281	7	159854
281	8	160359
281	9	163414
281	10	160989
281	11	162016
281	12	169324
281	13	168240
281	14	164370
281	15	169537
281	16	182624
281	17	185487
281	18	182927
281	19	169819
281	20	162704
281	21	171817
281	22	162326
281	23	169780
281	24	163784
281	25	161806
281	26	161937
281	27	169470
281	28	164891
281	29	160540
281	30	172075
281	31	165819
281	32	170086
281	33	168691
281	34	192518
281	35	178187
281	36	181537
281	37	173398
281	38	162439
281	39	159773
281	40	161497
281	41	200609
281	42	220666
281	43	186665
281	44	177170
281	45	171612
281	46	173790
281	47	179456
281	48	164317
281	49	180848
291	1	177565
291	2	173509
291	3	172459
291	4	189443
291	5	205029
291	6	185944
291	7	198117
291	8	175726
291	9	163775
291	10	171457
291	11	170986
291	12	167352
291	13	167521
291	14	162877
291	15	183899
291	16	182055
291	17	185128
291	18	167231
291	19	241318
291	20	170101
291	21	184936
291	22	168442
291	23	168914
291	24	163388
291	25	166740
291	26	166873
291	27	161336
291	28	169976
291	29	166788
291	30	174170
291	31	167770
291	32	167373
291	33	167735
291	34	178545
291	35	166906
291	36	168808
291	37	176606
291	38	185373
291	39	175180
291	40	174936
291	41	166650
291	42	169179
291	43	168877
291	44	165606
291	45	166872
291	46	166910
291	47	167924
291	48	172742
291	49	170238
301	1	175163
301	2	170387
301	3	163487
301	4	162203
301	5	170912
301	6	165986
301	7	184287
301	8	200341
301	9	181752
301	10	182868
301	11	175973
301	12	167949
301	13	181176
301	14	165496
301	15	217470
301	16	169913
301	17	166359
301	18	162226
301	19	162156
301	20	162821
301	21	194980
301	22	166132
301	23	277341
301	24	232336
301	25	206208
301	26	191410
301	27	200752
301	28	196144
301	29	188261
301	30	205398
301	31	203709
301	32	193691
301	33	199469
301	34	202746
301	35	199727
301	36	207361
301	37	205707
301	38	212536
301	39	202957
301	40	204612
301	41	198914
301	42	162773
301	43	224995
301	44	188388
301	45	226719
301	46	202697
301	47	161377
301	48	173971
301	49	161679
311	1	164534
311	2	165925
311	3	169030
311	4	164704
311	5	162407
311	6	166240
311	7	171342
311	8	169975
311	9	168303
311	10	175203
311	11	166771
311	12	183980
311	13	171145
311	14	282250
311	15	189013
311	16	180792
311	17	191042
311	18	239265
311	19	178117
311	20	186393
311	21	180899
311	22	228591
311	23	172824
311	24	203111
311	25	195386
311	26	189096
311	27	169650
311	28	173859
311	29	172052
311	30	172885
311	31	173991
311	32	170167
311	33	164756
311	34	169498
311	35	165654
311	36	184650
311	37	169929
311	38	171597
311	39	173363
311	40	202199
311	41	184683
311	42	173765
311	43	221549
311	44	193970
311	45	196533
311	46	185240
311	47	219175
311	48	189487
311	49	169276
321	1	186252
321	2	182692
321	3	168908
321	4	175136
321	5	178522
321	6	192938
321	7	180724
321	8	163941
321	9	182894
321	10	179722
321	11	162577
321	12	166962
321	13	171556
321	14	184908
321	15	180921
321	16	177942
321	17	173207
321	18	167452
321	19	168632
321	20	174476
321	21	184502
321	22	172936
321	23	162110
321	24	187330
321	25	173670
321	26	169459
321	27	176457
321	28	167606
321	29	173766
321	30	173703
321	31	167901
321	32	229845
321	33	245810
321	34	202086
321	35	199310
321	36	220232
321	37	188460
321	38	181761
321	39	171781
321	40	174355
321	41	179435
321	42	246700
321	43	214582
321	44	187586
321	45	219037
321	46	192913
321	47	183064
321	48	163814
321	49	164115
331	1	159145
331	2	159679
331	3	162940
331	4	167557
331	5	157832
331	6	159009
331	7	160197
331	8	160195
331	9	162051
331	10	162655
331	11	161033
331	12	157797
331	13	160882
331	14	155594
331	15	160602
331	16	161270
331	17	169889
331	18	161075
331	19	165132
331	20	161762
331	21	161198
331	22	162793
331	23	157524
331	24	158838
331	25	161737
331	26	159582
331	27	155185
331	28	158686
331	29	165077
331	30	159224
331	31	156913
331	32	161501
331	33	159561
331	34	164006
331	35	167856
331	36	165627
331	37	162328
331	38	169625
331	39	163450
331	40	165135
331	41	166830
331	42	159996
331	43	190554
331	44	192402
331	45	189480
331	46	195977
331	47	188105
331	48	186483
331	49	187293
341	1	183526
341	2	186685
341	3	187736
341	4	185947
341	5	190910
341	6	188982
341	7	189401
341	8	204668
341	9	190673
341	10	185692
341	11	186574
341	12	185680
341	13	193729
341	14	192977
341	15	187517
341	16	197698
341	17	201242
341	18	191109
341	19	189677
341	20	184689
341	21	191070
341	22	190272
341	23	185481
341	24	190851
341	25	191361
341	26	195370
341	27	196590
341	28	184182
341	29	190886
341	30	192205
341	31	190899
341	32	190398
341	33	190751
341	34	190581
341	35	184307
341	36	187296
341	37	196850
341	38	186501
341	39	179945
341	40	188066
341	41	189455
341	42	192647
341	43	188734
341	44	186378
341	45	191028
341	46	187988
341	47	193808
341	48	199331
341	49	189201
351	1	206849
351	2	204422
351	3	192563
351	4	211541
351	5	200648
351	6	197361
351	7	190306
351	8	201584
351	9	194016
351	10	199676
351	11	191118
351	12	184036
351	13	194212
351	14	182514
351	15	202046
351	16	194368
351	17	205281
351	18	187506
351	19	195778
351	20	204813
351	21	199499
351	22	197232
351	23	189645
351	24	191669
351	25	183904
351	26	187517
351	27	202439
351	28	197759
351	29	195064
351	30	187504
351	31	191946
351	32	194340
351	33	208886
351	34	198862
351	35	193654
351	36	195181
351	37	198476
351	38	193861
351	39	192408
351	40	190698
351	41	190070
351	42	195855
351	43	195603
351	44	198032
351	45	207951
351	46	182877
351	47	190935
351	48	194806
351	49	198710
361	1	189630
361	2	183384
361	3	193581
361	4	185265
361	5	191389
361	6	184929
361	7	191208
361	8	189486
361	9	186649
361	10	189117
361	11	188629
361	12	187450
361	13	187380
361	14	187479
361	15	188190
361	16	187943
361	17	185585
361	18	184835
361	19	190092
361	20	183540
361	21	184516
361	22	183201
361	23	188858
361	24	191658
361	25	185704
361	26	189961
361	27	192490
361	28	189889
361	29	188799
361	30	188481
361	31	185242
361	32	183406
361	33	184574
361	34	186886
361	35	198195
361	36	183251
361	37	181245
361	38	189439
361	39	185922
361	40	182770
361	41	185571
361	42	189768
361	43	194317
361	44	195851
361	45	190012
361	46	194554
361	47	189669
361	48	180784
361	49	185832
371	1	187182
371	2	183906
371	3	184094
371	4	187123
371	5	187756
371	6	191580
371	7	198616
371	8	189133
371	9	188900
371	10	188585
371	11	193546
371	12	192857
371	13	185022
371	14	180478
371	15	186353
371	16	185734
371	17	184751
371	18	186803
371	19	181980
371	20	182140
371	21	193438
371	22	190813
371	23	182328
371	24	183802
371	25	187196
371	26	186726
371	27	184809
371	28	180935
371	29	181470
371	30	187340
371	31	184057
371	32	185371
371	33	188446
371	34	188469
371	35	181157
371	36	186383
371	37	158456
371	38	162454
371	39	163813
371	40	164455
371	41	160551
371	42	158780
371	43	166680
371	44	164163
371	45	163937
371	46	164442
371	47	158303
371	48	161168
371	49	162595
381	1	170094
381	2	148265
381	3	138475
381	4	151249
381	5	155024
381	6	141260
381	7	143871
381	8	138849
381	9	118993
381	10	132836
381	11	126667
381	12	129187
381	13	135576
381	14	135722
381	15	141338
381	16	139480
381	17	146790
381	18	140608
381	19	136688
381	20	139207
381	21	136194
381	22	138227
381	23	133811
381	24	141934
381	25	134772
381	26	135177
381	27	133912
381	28	136251
381	29	132274
381	30	132367
381	31	132374
381	32	149077
381	33	132156
381	34	120610
381	35	116120
381	36	133773
381	37	134194
381	38	138016
381	39	134598
381	40	123700
381	41	120630
381	42	133423
381	43	130744
381	44	139259
381	45	131692
381	46	115932
381	47	137553
381	48	128561
381	49	124740
391	1	140985
391	2	121737
391	3	130741
391	4	120948
391	5	122333
391	6	117891
391	7	127554
391	8	127308
391	9	122462
391	10	116141
391	11	123150
391	12	128747
391	13	115055
391	14	123063
391	15	117898
391	16	123198
391	17	120392
391	18	113266
391	19	125622
391	20	122203
391	21	126199
391	22	112754
391	23	126280
391	24	119199
391	25	118938
391	26	120667
391	27	120692
391	28	120149
391	29	117830
391	30	125260
391	31	121804
391	32	117232
391	33	116457
391	34	115725
391	35	127655
391	36	117808
391	37	125563
391	38	120028
391	39	114819
391	40	125210
391	41	117300
391	42	114895
391	43	131298
391	44	133371
391	45	119395
391	46	116435
391	47	118384
391	48	133096
391	49	123370
401	1	118467
401	2	117367
401	3	121872
401	4	123350
401	5	115527
401	6	120020
401	7	123632
401	8	121484
401	9	115320
401	10	118331
401	11	122737
401	12	110142
401	13	119128
401	14	112627
401	15	112621
401	16	116263
401	17	115169
401	18	112470
401	19	107217
401	20	117168
401	21	107750
401	22	117496
401	23	113874
401	24	118963
401	25	109379
401	26	118391
401	27	109134
401	28	116826
401	29	112219
401	30	109798
401	31	111167
401	32	107199
401	33	113376
401	34	111761
401	35	113706
401	36	108660
401	37	109460
401	38	113489
401	39	115776
401	40	110155
